text,label
Good once I fixed it.,1
Great Cup of Chai,4
I Love Mango Hi-Chews,5
WHats the difference?,1
Mae West Was Wrong,2
White Bean Flour WUPPEE,4
Very smooth,5
Healthier than soda,3
Keurig's Bigelow Earl Grey Tea,3
Contains CHICKEN,3
Great Tea!,5
None of our cats would touch it,3
Very Convenient Packaging,4
Grit in your teeth and mush in your mouth...,1
EHKKKKKKKKKKKKKKK,1
Too big for my dog,4
Not the best I've had...,3
Dogs love it and it is excellent for them!,5
Tasty but not strong enough,3
poor taste,1
Disappointed,1
"Sweet dates, ready to use",4
lots of pluses one big minus for me,3
Pretty bad,2
Pathetic cookie compared to TANG's,1
fun to experiment with,4
awful bars! an unpleasant  attempt!,1
Yummy at your convience!,5
"Amazon-6, Biscuits-0",3
sweet mcnuggets,2
Doesn't last long for agressive chewers,4
Acceptable Altnerative to Other Diet Colas,3
Good enough,4
I will always love Bamba,5
Smelly Kid!,4
Nothing noteworthy,2
"OK, but...",2
Tfam,5
Convient food for my dog,4
"greatest dog food ever, but the price jump the worst",5
Instant Gratification,5
Delicious,5
Not for me,3
Problems,1
Delicious Snacks,4
mmmmmm. yummy.,5
Only got 11 in a pack of 12!!!!!!,2
helps keep one regular...,5
Reliable,5
Good Sampling of Espresso Pods,4
AMAZING!,5
Coffee was OK,3
Disappointing,2
Zico Coconut Water,4
Best Cookie in the World,5
Not Crazy About It,3
For the Ginger Fan,4
Guinness Brown Bread,3
smashed packaging,4
"Wonderful product, wonderful service",5
Makes a lousy gift,1
Should be called Natural Drano,4
Taste and texture differs...,4
Starbucks Via Italian,4
Senseo Medium Roast Coffee pods,4
excellent preserve,5
Very disapointed!,1
"Moderately tasty, gluten free",3
Puppies love them!,5
Disappointing Out Come!!!,1
"Good for you, but doesn't mix well.",3
"Morton & Bassett Organic Parsley, a High Quality Product",5
Nonthing but deadheads,1
One word: Horrid,1
Great herbal tea for cramps,5
Bulk Fruit Purchase,3
not good...tastes processed,2
Good and tangy,2
Not my cat's favorite..,3
Received a can with a broken seal and can't get a replacement,1
"thin plastic, surprisingly distinguishable taste",3
Vanilla-licious!,5
Too much variation in size of chews,2
don't waste money,2
Received a Substitute,2
"Great cereal, but it has its flaws",4
"These don't taste bad. They don't taste great, either.",3
Disappointing,2
Not particularly strong,4
Too much RED DYE!!,2
deliscious,4
terrific!,4
Not impressed,2
Better when mixed with a little water,3
great taste!,5
Yummy!,5
Corn syrup solids and sugar as ingredients,2
Not as good,3
"candy was ""liquid""",1
not so good!,2
Cheap enough on sale but.MY DOG WILL NOT EAT THEM,2
Smooth Move Really Helps Move!,4
Unfortunately caused an allergy to my poochie,2
Good at first,3
Weak tea,2
Non-Instant dry milk from Amazon,4
not my favorite chicken substitute,2
I don't think I could force myself to drink this if I was being paid...,1
End of Another Great Brand,1
Packages both Cracked and broken!!,1
Beware of Near Expiration Sales,3
A Waste of Time and Money,1
Best Decaf Coffee - Period!,5
Not enough in the box,2
BEST EVER,5
YUM! but not craveable,3
Yummmmmmmy,5
Colors match and pump works perfectly ... BUT ...,3
WOW! THE BEST GF BREAD!!!,5
great soup,5
Can't stop eating them,4
Imagine a...,1
Eh,3
Love this tea!,5
"Usually good flavor, but thhis time it had terrible taste.",1
"Tart, salty and savory",3
Not what was ordered,1
My Cats Love It,4
A unique flavor for fans of Thai food,4
Chemicals in a bag!,1
rich tasting oatmeal,5
Problem,1
"Not what I hoped for, but probably should've expected",2
yay!  Finally we can make real s'mores!,5
Horrible Deal,2
"Organic beans wrapped in ""Bisphenol A"" lined cans",1
This soup is not good,1
Unfortunately!!,2
Orange Pineapple,3
"Great vanilla flavor, not weak as some are",5
one of the greatest,5
Yummy biscuits!,4
Awesome!,5
"Delicious, easy cooking, short grain brown rice",3
Not what I expected,1
Tastes like surface cleaner,2
Sweet Yes --- Lemon No,1
mmmmm!,4
Nice Hazlenut Coffee,4
Love this tea!!!,5
Muted colors,3
Cats thought it was okay,3
not bad,4
Good flavor for those hot summer days!,4
How do you prepare?,1
Good but,2
great coffee...great cause,5
Horrible!,1
Not Enough Broccoli For Me,3
Special K Protein water is very good,5
Not my kind of flavor,2
Those little elves are...,2
Disappointing,2
Good,4
Bitter After Taste,2
ok,3
;-(,1
What the ?@!>,1
Lack of info,2
Addicting,4
Some of the worst stuff on EARTH!,2
Lowrey's Microwavable Pork Rinds,4
Things you need to know,3
good,5
Why does this have sucralose?,2
"Easy, tasty, and perfect for the summer",4
grounds in the coffee,2
Sumagra Coffee,2
old favorite,5
MY DOG LOVES THESE!,5
Maybe I just have hungry animals,2
Acquired taste,1
Garden of FakeLime Detergenty Flavors and other Natural Flavors,1
Guiltless,4
xmas candy,2
Organic Extra Virgin Coconut Oil,5
Get Creative!,3
Lemongrass tea,3
Not so much,2
Too salty!,2
Disgusting,1
Poor Quality,1
pop corn,2
Cheaper at Walmart,5
Wound up at the ER,2
surgar free surprise,2
Hot Cocoa Anyone?,5
"Nice Coffee, Pods Didn't Work for Us",4
Satisfying but pricy,3
another good flavor,4
It wasn't as awful as I thought it would be....,2
Pure goodness,5
Cashew and agave flavor - gross,2
Pure Magic Potion!,5
only place to get .,5
Love these bars!,5
Fairly disappointed,3
steaks,5
Krafte Mayonnaise Fat Free packets,1
Teriyaki flavor primal strips,3
great coffee,4
Expensive treats!,2
Sour Vanilla Beans,1
Very gritty and tastes funny,2
Not what I ordered,3
It is definitely dark roast,3
Cat loves them and they seem to have actually helped!,5
Shockingly sweet,2
Not so much!,3
Perfect,5
Pretty good,3
"Cinnamon good, Cherry Cough Syrup, Lemon Nice",3
Great looking but jelly beans inside were like rocks,2
good source of omega-3s and tastes good too,5
Just OK,3
Love it!,5
Its good!!,4
More than twice the calories and 5x the sodium,3
Would not buy again,2
My dogs were not impressed,3
Did not upset my stomach ...,4
Oh my gosh delicious!,5
The good and the Bad,4
Terrible,2
"Irritates my scalp/skin, way too many chemicals",1
has stinky chemicals,1
plate cracked on first use :-(,3
"Box of 36, not 60",2
"STOP, Read my review before consuming this product",1
Great for dieting.,4
sausage maker,4
just bad!,1
Great Hot Cocoa!,5
"Great product, but didn't work out",2
Favorite!,5
Hoping to start a less biased discussion,2
Not That HOT!!,2
These 'treats' are Made in China,1
Tea,4
Global Brands Grape Mix Sticks,1
Older Dogs Can Chew It,4
Good but maybe my package was old.,2
Good coffee,3
Ya get what ya pay for,2
FEEL GOOD!!! I BELIEVE IN 100% BLACK CHERRY CONCENTRATE.,4
"Good, but Strong Cup of Coffee",4
"Tasty, but not decaff",3
Stash Superfruits Tea Sampler,4
Garbage,2
Still not received more than a month after ordering,1
Tasty and Fun,4
"It is OK, but very bland, I expected more",4
Tasty - easy to prepare - one of Lipton's best side dishes,3
Good toy but could be better.,3
Almost as bland as plain oatmeal,1
My Dogs Were Not Very Enthused,3
Delicious Wheat Free Chocolate Chip Cookies,4
Royal Oak Peanuts,5
definitally not freeze dried,2
Don't hate because it's overpriced here!,5
Not impressed at all,1
Tasty but had to modify,4
dog loves them,4
Close your eyes - it tastes like water. Very pricey water,3
mustard seed,3
Tastes great!,5
disappointed,1
impressed,4
Terrible shipping,1
Delicious and Flavorful,4
What's with the price?,1
BEWARE!!!,1
New formula - NO JUICES ???,1
My dog loves them!!,3
Overall AeroGrow,3
My dogs liked them but....,2
Too much sugar,2
Not happy with assortment...be careful,2
Not so sure about these...,2
Frosting on a Granola bar?  Eeeww!,1
Would not recommend to buy from here!!!,1
Meh.,3
"From Pakistan, not England",1
"Taste great, price not so great!!",3
The WORST coffee I have ever tasted,1
Vinegar Slop,1
Arrived melted,2
GROSS,1
things I can't find in local stores,5
My Pup Loves it!!,4
Far less than advertised.,2
Good tea except for one thing...,3
YUMMO!  I am a coffee purist,5
Too Expensive!,1
Chalky taste,1
Not English tea,2
Pate,3
My pugs favorite dental treat & works!,5
Bertolli Extra light Olive oil,2
"smells great, tastes terrible",1
"Sardines good, a little too much mustard IMO",3
"Shipped wrong item, can't return!!!",1
Panic! Send me my coffee!,5
Ras El Hanout - more curry-like than I'd anticipated,3
"Good Flavor, not real coffee",4
Best Protein Bar I've Ever Had,5
echhhhhhhhh,1
This beverage is AWESOME!,5
"Decent, not great",3
Buyers beware!,1
low carb?,2
Junk!,1
German Chocolate Cake K-cups,4
Love this stuff!,4
It is the purple ones that are the problem...,4
Ok Matcha for the price,3
I really wanted to love this product...,2
Smokey tea!,4
salt and vinegar chips,2
DASQUIN FOR DOGS,5
Fair to midland,2
Not Very Tasty,1
Keeps Bucket Clean,4
"Love the idea, can't stand the smell!",2
"Good in moderation, but can be bitter",3
A lovely Oolong without the tea shop price.,4
These are in Mint Condition,5
Ok but I've had better,3
Sample?,3
Fair value,4
"Great for floats, but not as good as A&W",4
Gives me some time out!,5
Kashi tricked us!,1
Another great dark K-cup coffee,4
Not so healthy,2
Locorice is hidden ingredient in Stash Teas,1
A different type of oatmeal,4
Not what I expected!,2
not for me,1
high sugar snack,2
choclate covered,4
I've had better,3
WONDERFUL TRUE SENCHA,5
Son eats ALL HappyBaby products EXCEPT this one,2
Good BUT...,3
"Good, but not great",3
Buy something else!,1
To be perfectly honest...,1
too expensive,1
Can cause Cancer !!! Why this  can not be ship to California !,2
Warning - contains an artificial food coloring with potential side effects!,1
not the best chai tea I've tasted,2
Jet Fuel great but beware of packaging,5
Nothing special.,2
Watse of Money and a Deceiving seller,1
Delicious and Satisfying Jelly Beans...,4
False advertising?,1
Unfortunately out of the Zone,2
Has a strange After-taste ... (>~&lt;),2
May add trips to the bathroom,1
"Burns in newer, stronger microwaves",2
WRONG!!!! NOT what I expected and NOT what I wanted!!!!,1
not so tasty!,2
Nasty,1
sesame blues chips,2
NO waste at all ----  great for training  ----  all dogs love liver treats,5
Odd vinegar smell and taste...,1
Cat Killer!,1
Macaroni integrity is the pits,2
coffee/tea,4
I like the taste,4
My cat loves it.. I don't know if I do.,3
From Awesome to Bland,2
HOW TO HALVAH,3
"If you like to eat crayons, you'll like this cereal",1
dogs LOVE them,4
Basically buying water,2
"Easy and Tasty, but not healthy",4
Crystal Light - Switch & Bait Packaging,2
Excellent!,5
Great for Quick and Easy Suppers,3
Tasty and Nutritious,4
Not my favorite,3
Tastes Like Dirt,1
Excellent coffee,5
Not pleased with these att all!,2
"Tastes Good, Hot it's not",2
Faygo diet grape,4
very good but...,4
"Awesome movie, not very ""deluxe"" dvd",3
really good,5
Yeah I'm sure your dog loves it but this is a questionable product,1
Better than name brand,5
Disappointing flavor,1
Dissapointed,2
Great for when you need a bagged tea,4
LOVE PB2,5
Not full cigars but 1/2 sided,2
"Disappointed, but others may not be",3
"It's a healthy pasta, but you can do better",4
Great taste,4
Failure To Mention Extra Ingredients On Box!!,1
Gobbled up!,5
"Thank you, Natural Calm!",5
These chips are meh,3
This is cappuccino but with a strangeness,3
5 cats - all love it! Great food for a good value.,5
What is it?,1
"After first, just okay",3
24 hours of chewing and licking but wont buy again,2
Mmmmmm :),5
"Winterblue Stride, Keeps its Taste and it's Sugar Free",5
Awesome source of clean carbs.,5
product discontinued,5
Very flavorful!,4
Oh how I wanted to like this coffee,2
never got the item - just the bill,1
No MSG,5
Delicious and Nutritious - best tasting bars on the market,5
Tastes Great BUT check out the SUGAR content,2
"No sugar, no salt, no taste!",3
Nice variety,4
Boxes are small,3
Spicy!,3
Favorite Flavor For Keurig Brewer!,5
"Not a ""health food"" if it's made in China",1
Tastes terrible,1
Product does not maintain its softness,1
Probably my favorite combo pack...,4
Mild and Flavorful,4
Great service!,5
GERMAN STOLLEN,3
Decaf that really is jazzed up,5
For power chewers,4
Torn on how I should rate...,3
good to go,4
"Gaaak!  An ""extreme"" potato chip...!",3
Enjoy Life Honey Graham review,5
Great Tea,4
Dog jerky,2
They changed the formula with the packaging.,3
"The Box says ""OATMEAL SQUARES"" which I believe is FALSE advertising.,",2
"Like Special K bars, arrived a bit stale",3
disappointed by the condition,2
"Great, but ...",4
what happened?,1
AMAZING!,5
to much salt,3
Attention AMAZON:,4
Generic Wrapped Graham Crackers,3
Unique and Interesting,4
Xylitol Plus or Stevia Plus?,1
Quality Product,4
weak,3
Jet fuel,4
Huy Fong hot sauce,3
Neither great nor bad,3
At least it's not RC,2
Not like the picture,1
One of the better Dark Coffees.,4
My favorite tasty bite by far,5
More smell than flavor,2
Not much meat.,2
Best Mix Ever,5
Not for me,3
another great gourmet flavor,4
Great substitute for pasta!,4
"Pretty tasty, but smaller than I thought they'd be.",4
Good for Gluten Free Diets,3
Not an espresso,1
It works but....,4
Stale,1
Contains GMOs! We say NO!,1
I take it with me to Restaurants now.,5
aptly named product,5
My Dog Chewed This Up,3
very good green tea powder,4
Good Basic Tea,4
Nasty,1
good tasting cup,3
"If you want a flavored coffee, okay... but otherwise YUK",2
Soft and chewy but a bit too sweet!,4
top notch,5
Bad taste,2
OK but other brands are better,3
vinta crackers,5
Expiration dates - sometimes chewing gum stick consistency,3
Tender jerky in some bags not others,3
Tatsteh Tea,4
Not a black tee...,2
"Tasty, but disappointed",2
these are pretzels,1
Good and easy,4
weird aftertaste,2
Nasty,2
Plain ol' hard candy,3
Tasty and organic!,4
Price is good.. but my schnauzer farts a lot,2
LOVE IT,5
Made in China,1
Our 3 mastiffs devoured it,3
Mangosteen Juice,2
"original, tasty",5
Great Flavor but VERY thin,3
jet fuel K-cups coffee,2
Incomplete description,2
"Yuck, Tomato Sauce Way Too Sweet Like Ketchup",2
Good bargain,5
Wonderful Tea,4
OK,3
Just OK,3
Mediocre product,3
Oy...Salty Price,3
lasted under a minute,1
Not very happy,2
Heavenly with a lil Vanilla creamer..LOVE IT!,5
Terrible Bottles,1
More like 2-star Hotel Blend...,2
Very Good!,4
good but not the best,3
Good,5
"Our twins love this one. With the subscription, the price is fair",3
good night abandon where house  where the raccoons aren't afraid to be themselves,5
"Not ""Pure"" At All",2
Perfect,5
Did not work for me- cat,2
They haven't changed in years,5
"great stuff, a bit too much kick for breakfast",4
Where's the taste?,1
CLEAR Scalp & Hair Oil,4
DO NOT BUY,1
Packaging makes all the difference,5
This is peanut brittle (with almonds),3
Tongue Scrapers Just Right,5
Not As Good As I Thought It Would Be,2
In like a lion out like a lamb.,2
Label says 6.7 ounces,3
Watch out for the ingredients!!,2
Better Than Milk is the best tasting soy beverage we've found,5
I won't purchase again.,2
Best Price Available,5
"Orijen - Champion Dog Food Award 2011-2012 , Washington, DC",5
MSG,1
Super! But nutritional information is devious.,3
Happy Cat,5
Bellagio Holiday Spice Cocoa,5
They don't work when you drink the whole bottle...,5
"Do you like raisins, nuts, and M&M's?  Then you'll love this!",4
After taste from nutraSweet Aspartame,2
Don't waste your money,1
Awful Taste,1
wildman1952,3
My favorite sugar substitute and I think one of the safest,5
It almost expire !,1
rip-off!!!!  much bigger in the pictures,1
The 2nd order had at least 3 dented cans,1
Kept her interested...until she chewed the entire thing to bits.,2
Great product & excellent shipping,5
not the greatest vegan product,2
TO SWEET,2
Solid addition for a lazy man's pantry,4
"kinda dry, not too sweet, nothing special",3
Too Sweet and Artificial,2
Didn't Care For It,3
Arrived in one solid block of chocolate,1
it ok,3
Plain White - No Red Stripes,3
"Excellent value, excellent nutrition",5
Too many rancid ones,3
Great tea,4
Not as pictured,2
"Not great, not bad",3
Get tired of these after a week,1
Too expensive!,1
MADE IN CHINA!!!,1
Good enough for a light snack,2
Yum Yum,5
Best Dark Mint Chocolate,3
"My new ""everyday"" green tea",4
Don't bother ours just caught every fly on earth.,4
"Too much of an ""artificial"" taste",1
Very disappointed,1
This time VERY bad!!!,2
NOT 100% juice as stated,3
I would buy it again,4
Awful - instant coffee,1
Totally disappointing,2
ok gummies,2
yogi Peach Detox,1
Good Earl Grey,3
Not What I Know as French Roast,3
it is so hot,5
fake jerky,1
Wrong items in Amazon's Description,3
Not good for fondue,2
Shipping issues,2
Tasty Even for a Chocoholic,4
Badia Onion Powder,5
I'm a Godiva-Diva,5
Lacks flavor,2
why would anyone buy this here?,1
"Tea good, but bags all tangled.",3
Earl Grey on a budget,3
Expired,1
didn't care for it,2
Exceptional Tea,5
best coffee,5
Smooth and uncomplicated.,3
jip,2
Too many shells,1
Smoked Tea,4
C.E.T. Oral chew petite,5
"Nice, basic addition to the collection...",2
Bitter Brew,3
good but pricey,4
The best Jamaican Jerk Marinade!,5
decaf. vanilla nut creme tea review,1
Great tea,5
good mild flavor,4
Aroma other than Kahlua,2
Worst product I've bought that wasn't from the dollar store,1
$19.83?????,2
"Bland noodles, yuck soup.",2
Awesome,4
500% markup?,1
Liked them better before.....,3
explain to me,2
I didn't care for it...,2
Romaine Salad Seed Kit,4
Miracle berry + lemons = AWESOMENESS,4
Consistency of Stale Popcorn Balls,1
Mild,2
Good for the system.,4
I have three cats,3
The best dried cherries,5
My dog loves these,5
Don't waste your time,1
"Watery, Flavorless 'Mix'",1
Tully's Italian Roast outdated,3
Huge price hike????,3
Quaker outdid itself again!,4
Too sweet!,2
Yummy!!!,5
Not bad.  More liquid with 12 oz but not overly strong,3
My dog is afraid of it!,3
Old Fashioned Blended American Whiskey,4
Not very good,2
stale,2
Doesn't contain original flavor.,3
Pretty decent just as i remember it,4
OK,2
Great medium roast brew,4
Great low-carb option for Asian noodle dishes,5
Save your time and money,2
"Good tea, lousy price",2
not a subtle tea,2
Excellent,5
Great but OLD,3
Great Product!,5
Overrated,2
UNHEALTHY,2
THESE ARE NOT VEGETARIAN,1
not everything that smells delicious usually tastes as such,2
Where's the appeal?,1
dripping in oil,1
Causes stomach problems,2
Our mini Schnauzer LOVES Zuke's Jerky Naturals!,5
Good,4
Can anyone be addicted to these???,5
Chloe loves them!,5
The best!,5
gluten free flour,4
Smooth and Mild,3
Um.....Ok,3
Good Tasting Sugar Free Cookies - Recommended,4
delicious,5
Diluted Hot Chocolate,4
COMPANY Doesnt care about sales,1
Just okay....,3
Great product,5
Too Expensive watch stores,3
San Francisco Bay Coffee Fog Chaser One Cup for Keurig K-Cup,3
"Delicious, but over $10????",3
Appletini it's not,2
Nice Smokey Maple Flavor,4
Not good,1
excellent ingredients but my dogs don't like it much,3
bitter,1
Gentle Bouquet,4
Its a joke,2
Honey Lover's Lozenge,3
Musselman's Home-style Chunky Applesauce,5
weeful batter,2
stash  tea review,4
"Good, but not worth the price",3
WT*???????,1
SUPER BUBBLES!,4
Scrumptious!,5
way too salty,3
Dog didn't like the taste,2
Nutty,4
Don't Do It!!!,1
Lowered cholesterol for me better than diet & exercise!,5
Not very nice at all .........,1
Wish there was just a little less sugar,4
ok but,3
Good taste,4
haven't noticed results,3
Ugh so not what I was expecting >.&lt;,1
Rodeo Drive is Crazy Good Coffee!,5
I question its value,3
Sticks and Twigs is an accurate description,1
Tastes like cardboard,1
works nice,3
GREAT TREATS!!,4
Awful,1
Dissapointed,2
One of my favorite K-Cups,4
Storage problem at the warehouse?,3
boxes unsealed,2
I cannot eat 36 bags of the same fat and color additive in 5-10 days. They already taste stale.,1
"BPA free cans, delicious coconut milk",5
Dry. Easy to tell that it's fat-free...,3
A bit chalky,3
Falls short of a dark chocolate experience.,2
Sour baby food,2
Poor Quality Control,1
juice here is still too expensive,5
Favorite coffee ever!,5
Arrived melted/stuck together,2
I kinda like it,5
Different than I thought...,2
Great alternative to salty snacks,4
poop,2
avoided just on cost basis,2
makes my baby puke,2
I actually LOVE the tast of these.,1
My favorite,4
Dogsbar,5
Shipped wrong kind of grapefruit juice,1
With a little imagination--,5
Buyer beware,1
Very powerful ginger flavor,2
"Awful taste. Good picker-upper, though.",3
Dents in 2 of the tins when arrived,3
Horrible taste that lingers,2
"OK, but there are better choices",3
Not my cuppa,3
Way too sweet,2
Go for Pinhead Gunpowder instead...,2
BEST Dog Food!!!,5
Yum,4
Mostly great,3
Not Great For Large Dogs,2
No soft filling in most candies,2
This coffee is just bad,1
Dark Roast Lover & Not Disappointed At All,4
Zico-sis,3
Better than some sodas,3
Great Taste!,3
not impressed,2
Not Bad,4
Worth the price,5
"Tender as promised, but more salt and gristle than bargained for",2
"Great Seller, Shipping & Price.  Don't like Cytomax",2
Nothing Special,2
"My mom said this was not as flavorful as other ""Extra Bolds""",3
good,3
Additive Only unless you like bland,3
Very disappointed,2
unusual taste but I loved it,4
Oh La La French Roast Whole Bean Coffee,4
Great Mid-Value Treat for Your Dog!,4
"Poor variety, poor service on broken item, just plain poor",1
"no matter what I do, it still taste bad",1
Tazo always reliable,4
Good for Me,4
Gift for Son,5
Really Bad Tea,1
Contains artifical sweetener,1
Three out of Three Dogs plus one Cat love these,4
Burned Brownies,2
Zoe Diva Select Oilive Oil In Plastic Bottle,1
AWESOME HEALTHIER SNACK,5
Atomic Horserabish,4
A Waste of Time and Money,1
dog chews,4
delish and nutrish,5
Have a spot of tea !,4
ingredients should be listed,3
Nutritious but not tasty,3
"Unpleasant taste, but healthy",2
Ecopak Multigrain Flakes,4
A different type of oatmeal,4
Too Sour,1
Very good hot Cocoa,4
Bleh--only one chocolate piece in ENTIRE bucket lol,2
tasty crumbs,2
aging coffee,3
wrong flavor,1
dissapointed,2
Addictive!,5
Coriander,2
"Didn't like this brand of it, tasted like pot roast gravy",1
"Tastes good, looks attractive",4
tough,2
Emeril's Truck-stop Slag,1
So-So.,3
Absolutely DISGUSTING! TOO SWEET!!,1
How can something 'Organic' have Pesticide in it?!,1
These Goji Berries Tastes Like Dusty Old Paper,2
Click Espresso Protein,4
"Deceptive Term = ""Sticks""",2
What is in this?,2
Pretty Damn Good Jerky,4
For Taco Bell Fans Only,2
Meh.,2
Ajiika Organic Fennel Powder,1
"Great product, great price",5
Just OK,3
MACA Power Powder,3
Poor quality Kcups,1
caramel for my coffee,3
NOT AS ADVERTISED,1
Ok Bar,3
Feast on your friends from the sea!,4
Overrated,2
Father's Day Gift,4
Family reviewed and approved!,5
Game Changer,5
Product contaminated,1
Disappointed,2
They're Not Madhouse Munchies!!!,1
Disappointed,1
"Good, but nothing out of the ordinary",3
Great as a creamer or added chocolate flavoring,4
I'll pass!,1
Exceptional Granola!,5
satisfied customer,5
My cats reluctantly eat it,2
Great Tea.,5
Light-weight,2
Kids Like It and NO antifreeze!,3
NO Directions and to greasy and heavy,2
What you see is what you get,4
ok ?,4
Horrible.  The worst k-cup I've had by far.,1
For Best Results Use Clear Shampoo As Well,3
Not bad for a packaged cookie,4
rating will depend on if you like jasmine teas,4
"Great Food, Bad CS",4
Great treat,4
After taste Goji Berries,1
Satisfied Dogs,4
Picker Upper,4
Big disappointment,1
totally overrated,1
The only chocolate cake mix I will buy,5
My new favorite beef jerky!,5
Bleh,1
weird taste,2
Taste like diet,1
They are gone in a flash.,5
Quick and Easy Delicious Drink,5
Foiled!,1
Great training aid or as a reward.,5
Jasmine Green Tea.,4
Its ok when you're hungry,3
Best Granola Bar out there!,5
Very flavorful!,4
Tasty but expensive freeze dried pet treats,3
Deluxe Bar is Delightful,5
Different Poduct Than What's in the Store.,3
An okay coffee,3
Grains arrived on time and healthy,5
Souxsie's food,4
Awesome product with great taste,5
Not Good,1
Road Trip Companion,4
"Not fresh, hard and disappointed w/ product freshness",1
Pretty nice,4
Happy but stinky,4
"Definately culinary grade, but a decent buy",4
Naz-tay,2
"Smells of Christmastime, Flavors of hmm... where's the flavor?",3
"Great Idea, BAD Marketing",2
"Good value, but crackers broken",4
a really good decaf!,5
cheap green tea,3
Horrible. Worst Root Beer EVER!,1
Doesn't produce with 2 foot aerogarden,2
A giant melted mess,2
Not a pod,3
NOTHING like the REAL Maggi!!!!!!,1
"Fresh, tasty, herbal/salt blend",4
Really Good Juice!,5
CHEESE AND HERB BREAD IS VERY GOOD,4
Great Snack,5
Healthy alternative for breakfast on the go,3
Great cat food....when they send you cat food (not dog),4
Good Party Favor,4
Soup Mamma,3
Not as limey as we would have liked,3
Not the greatest k cup on the market,2
Stale candy,2
False Grit,3
Green tea with a little bit of extra,4
Love it!,4
WARNING!  They've changed the formula!,1
Bags O' Salt with chips added.,2
Wonderful tea,5
My Dogs  Love the Lickety Stix,5
Not worth the money,1
"Pretty good lo-cal, fruity drink",4
Terrible stuff. Made to punish people for wanting to smell cool.,1
Big disappointment,1
Need to seal the tops better,1
Great granola bars,4
Good!!,5
Don't Buy the Plain Strawberry!,1
Best price for Hazelnut k-cups,5
Broke after 3 months,1
salt and vinegar chips,2
"Americans beware, curious labeling",3
Really Good,4
"LOVE THIS COFFEE,ITS LIKE DESSSERT!!",5
Excellent,5
Funny Novelty,3
Disappointing and stale,2
Love this Mojito!,5
Tastes Great!,5
Yuck!,1
It's bean flour.  Good stuff.,4
YUMMY!,5
A Nice Way To Level Off,4
Great but have to pick through the sizes,4
great tasting pumpkin seeds,4
Same cookie in Family Dollar for less.,4
MMMMM so good!!,4
meh,1
Sukhi's Spice Mix Packets,1
Wellness Grain-Free canned cat food,5
Good taste but priced too high,3
French Vanilla Cappuccino,4
Made in China treats still KILLING dogs - ABC NEWS 2012!,1
"MIC is fine, but THE NUTRITION FACTS are not",3
I Throw Away Other Cheese Straws,5
Brownie mix.,3
too pricey,3
Yummy and Fresh,5
"Dried Cherries, first great, then good, now... sour.",3
a cup of mud!,1
Perfect for cooking,5
Product has changed.,1
Bun for my hotdog? Check!,5
"Hershey's has gone downhill, Dove is far better",2
Excellent Quality and Value,5
I was not expecting this!,2
Good tea but disappointed,3
"Fun, Delightful Holiday Tea",4
Crystals are very large,1
Makes a great Margarita,5
Pretty Good.,3
Quinoa,5
Critter Ridder does absolutely nothing,1
Yuck,2
I'm a seed guy; these are absolutely disgusting,1
Overpriced! Not what you are expecting.,2
"Good pancakes, lots of work",4
"Decent selection, but could be better.",3
NOT odorless!,2
Benriach Dark Rum finished is as light as a feather - perhaps too light,3
Tastes just like any other common honey you might eat,2
Where's the caramel creme?,2
good portable snack,4
not bad,4
HORRID!,1
"decent dog food, but Fromm's is better",3
blue gel paste,4
"Good, quick nutrition",5
quality product,4
gaboze,2
Keeps the puppy entertained,4
smaller teabags inside the 1150 teabags,3
Yuck.,1
German Shepherd went through it in a couple of days,1
Good deal if you use it quickly/dates too close for me,4
You have to be 'nuts' to not buy from Superior,5
Good Quality at a Good Price,5
Convenient but a little bland,3
"good tea, no miracles",4
horrible,1
"Crash was difficult to tolerate, maybe tornados?",3
in Blu not so good,3
Crunchy but too hard to eat,2
K cups,3
The gift receiver appreciated it and had good words to say!,4
Satisfying taste and texture,4
OK but ...,2
Barely Bacon,2
INSTANT HEARTBURN,2
AWESOME !!!,5
"shipping cost high, product excellent",3
Very good,4
aspertame is not healthy,1
Peppercorns tasted off,2
Dissapionted,2
4 bags of broken cookies,1
crisp but a little too sweet,3
"Flavor OK - Everything else, bad.",2
Not for Sensitive Skin - Read Ingredients First,1
Good coffee with pretty natural vanilla flavor,4
Great dog food,5
Its the only coffee I drink now.,5
Not what I expected,2
"Fantastic Yellow Corn Grits, recipe included below",5
good seasons salad dressing,2
Super-Strong UNCANDY,4
Lasts for a couple days,3
"Strong, but seems bitter to me",3
Organic Flowering White Tea,2
Just take the plunge and buy a box! These are great!,5
GREAT PRODUCT!,4
"great taste, packaging could use some help",3
Can't judge by the wrapping,2
NOT a good flavoring!,1
Motts  bought from Amazon .,1
Quality food; no unwanted smalls; cats gobble it up and are healthy,5
works for the littles,4
fruit crisp,1
"This product illustrates the deficiencies of the term ""organic""",3
Not the greatest,2
my first Energy Drink!,4
Not sure if it's a good hydrator for hair!,4
A most excellent catfood,5
This is a No-Brainer,5
My dogs love this!,5
Didn't work for me but worth a shot,3
Best flavor for Licorice lovers,5
Needs Attention,2
disappointed,1
Good substitute,3
Disgusting,1
"Good noodle, bad sause",4
Crumby crackers,1
Import product,1
"Bitter Bitter, There Are Better Stevias Out There!",2
"petite cuisine, variety pack.",5
"Turned out horrible, but totally my fault I think.",3
authentic stuff!,5
Carmel Vanilla Cream K cup flavor,3
